Sample strata for sampling errors,Household sample weight (6 decimals),Stratification used in sample design,Province,Number of household members,Type of place of residence,Electricity,Radio,Mobile telephone,Television,Refrigerator,Computer,Washing machine,Air conditioner,Generator,Microwave,Wealth index combined,Wealth index factor score combined (5 decimals),Wealth index for urban/rural,Wealth index factor score for urban/rural (5 decimals),Energy Use,Energy Use Elasticity
6,770164,6,3,6,2,0,1,1,1,0,0,0,0,0,0,3,-6945,5,63983,0.0,0.0
6,770164,6,3,7,2,0,0,0,0,0,0,0,0,0,0,1,-104737,1,-84293,0.0,0.0
6,770164,6,3,5,2,0,1,1,0,0,0,0,0,0,0,3,-25429,4,35958,0.0,0.0
6,770164,6,3,2,2,0,1,1,1,0,0,0,0,0,0,3,-15836,5,50503,0.0,0.0
6,770164,6,3,9,2,0,1,1,0,0,0,0,0,0,0,2,-74720,3,-38780,0.0,0.0
6,770164,6,3,4,2,0,0,0,0,0,0,0,0,0,0,1,-101691,1,-79675,0.0,0.0
6,770164,6,3,7,2,0,1,1,1,0,0,0,0,0,0,3,-15695,5,50716,0.0,0.0
6,770164,6,3,4,2,0,1,1,1,0,0,0,0,0,0,3,-48782,4,549,0.0,0.0
6,770164,6,3,7,2,1,1,1,1,0,0,1,1,1,1,5,164561,5,324027,3756.0,10281.251035189549
6,770164,6,3,5,2,0,1,1,0,0,0,0,0,0,0,3,-36728,4,18824,0.0,0.0
6,770164,6,3,3,2,0,0,0,0,0,0,0,0,0,0,1,-98492,1,-74824,0.0,0.0
6,770164,6,3,4,2,0,1,1,0,0,0,0,0,0,0,2,-80485,2,-47521,0.0,0.0
6,770164,6,3,4,2,1,1,1,1,0,0,0,0,0,0,3,2426,5,78191,200.0,353.66764532066736
6,770164,6,3,5,2,1,1,1,1,0,0,0,0,0,0,4,24561,5,111754,200.0,419.62852547180455
6,770164,6,3,5,2,0,1,1,0,0,0,0,0,0,0,2,-73137,3,-36379,0.0,0.0
6,770164,6,3,5,2,0,1,1,0,0,0,0,0,0,0,3,-38668,4,15883,0.0,0.0
6,770164,6,3,2,2,0,0,0,0,0,0,0,0,0,0,1,-97766,1,-73722,0.0,0.0
6,770164,6,3,3,2,0,0,1,0,0,0,0,0,0,0,1,-95244,1,-69898,0.0,0.0
6,770164,6,3,8,2,0,0,0,0,0,0,0,0,0,0,1,-94267,1,-68417,0.0,0.0
6,770164,6,3,5,2,0,1,0,0,0,0,0,0,0,0,1,-93918,1,-67889,0.0,0.0
6,770164,6,3,8,2,0,0,1,0,0,0,0,0,0,0,2,-79849,2,-46557,0.0,0.0
6,770164,6,3,5,2,0,0,1,0,0,0,0,0,0,0,1,-83000,2,-51335,0.0,0.0
6,770164,6,3,4,2,0,1,0,0,0,0,0,0,0,0,2,-81120,2,-48483,0.0,0.0
20,867537,20,10,8,2,0,0,0,0,0,0,0,0,0,0,1,-108893,1,-90594,0.0,0.0
20,867537,20,10,7,2,0,0,0,0,0,0,0,0,0,0,1,-91263,1,-63863,0.0,0.0
20,867537,20,10,1,2,0,0,0,0,0,0,0,0,0,0,1,-104559,1,-84023,0.0,0.0
20,867537,20,10,3,2,0,0,0,0,0,0,0,0,0,0,1,-109323,1,-91246,0.0,0.0
20,867537,20,10,4,2,0,0,0,0,0,0,0,0,0,0,1,-105315,1,-85169,0.0,0.0
20,867537,20,10,3,2,0,0,1,0,0,0,0,0,0,0,2,-74529,3,-38490,0.0,0.0
20,867537,20,10,10,2,0,1,0,1,0,0,0,0,0,0,2,-69672,3,-31126,0.0,0.0
20,867537,20,10,4,2,0,0,0,0,0,0,0,0,0,0,1,-100577,1,-77986,0.0,0.0
20,867537,20,10,4,2,0,0,0,0,0,0,0,0,0,0,1,-100917,1,-78501,0.0,0.0
20,867537,20,10,6,2,0,1,0,0,0,0,0,0,0,0,1,-93047,1,-66568,0.0,0.0
20,867537,20,10,5,2,0,0,0,0,0,0,0,0,0,0,1,-93348,1,-67024,0.0,0.0
20,867537,20,10,7,2,0,0,0,0,0,0,0,0,0,0,1,-97021,1,-72593,0.0,0.0
20,867537,20,10,2,2,0,0,0,0,0,0,0,0,0,0,1,-105014,1,-84713,0.0,0.0
20,867537,20,10,3,2,0,0,0,0,0,0,0,0,0,0,1,-91090,2,-63601,0.0,0.0
20,867537,20,10,7,2,0,0,0,0,0,0,0,0,0,0,1,-99976,1,-77074,0.0,0.0
20,867537,20,10,8,2,0,1,0,0,0,0,0,0,0,0,2,-57807,3,-13135,0.0,0.0
20,867537,20,10,6,2,0,1,0,0,0,0,0,0,0,0,2,-77914,2,-43622,0.0,0.0
20,867537,20,10,6,2,0,0,1,0,0,0,0,0,0,0,1,-86640,2,-56854,0.0,0.0
20,867537,20,10,8,2,0,0,0,0,0,0,0,0,0,0,1,-103743,1,-82786,0.0,0.0
20,867537,20,10,6,2,0,0,0,0,0,0,0,0,0,0,1,-84792,2,-54052,0.0,0.0
20,867537,20,10,6,2,0,0,0,0,0,0,0,0,0,0,1,-93270,1,-66906,0.0,0.0
20,867537,20,10,10,2,0,1,1,0,0,0,0,0,0,0,2,-61864,3,-19287,0.0,0.0
20,867537,20,10,9,2,0,0,0,0,0,0,0,0,0,0,1,-112490,1,-96048,0.0,0.0
20,867537,20,10,1,2,0,0,0,0,0,0,0,0,0,0,1,-98736,1,-75193,0.0,0.0
20,867537,20,10,5,2,0,1,1,1,0,0,0,0,0,0,2,-60217,3,-16789,0.0,0.0
19,600399,19,10,3,1,0,0,1,0,0,0,0,0,0,0,3,-14063,1,-110118,0.0,0.0
19,600399,19,10,5,1,0,0,0,0,0,0,0,0,0,0,1,-92779,1,-197955,0.0,0.0
19,600399,19,10,1,1,0,0,1,0,0,0,0,0,0,0,3,-38843,1,-137769,0.0,0.0
19,600399,19,10,7,1,0,0,1,0,0,0,0,0,0,0,4,49356,2,-39350,0.0,0.0
19,600399,19,10,3,1,0,0,1,0,0,0,0,0,0,0,3,-27528,1,-125143,0.0,0.0
19,600399,19,10,9,1,0,0,1,0,0,0,0,0,0,0,3,-33552,1,-131865,0.0,0.0
19,600399,19,10,10,1,0,0,1,0,0,0,0,0,0,0,3,-36988,1,-135700,0.0,0.0
19,600399,19,10,6,1,1,1,1,1,1,0,0,0,0,0,4,104207,3,21856,1874.0,2200.838332900825
19,600399,19,10,3,1,0,0,1,0,0,0,0,0,0,0,2,-63739,1,-165550,0.0,0.0
19,600399,19,10,9,1,0,0,1,0,0,0,0,0,0,0,3,-40262,1,-139353,0.0,0.0
19,600399,19,10,5,1,0,1,1,0,0,0,0,0,0,0,4,16234,1,-76311,0.0,0.0
19,600399,19,10,5,1,0,1,1,0,0,0,0,0,0,0,3,-31270,1,-129318,0.0,0.0
19,600399,19,10,2,1,0,0,1,0,0,0,0,0,0,0,3,-38222,1,-137076,0.0,0.0
19,600399,19,10,12,1,1,0,1,0,0,0,0,0,0,0,3,-14527,1,-110636,6.0,0.0
19,600399,19,10,6,1,0,0,0,0,0,0,0,0,0,0,2,-51992,1,-152442,0.0,0.0
19,600399,19,10,6,1,1,0,1,0,0,0,0,0,0,0,4,74052,2,-11793,6.0,5.215911104457941
19,600399,19,10,8,1,0,0,0,0,0,0,0,0,0,0,2,-65446,1,-167455,0.0,0.0
19,600399,19,10,8,1,0,0,1,0,0,0,0,0,0,0,4,18213,1,-74102,0.0,0.0
19,600399,19,10,2,1,0,0,1,0,0,0,0,0,0,0,3,-40888,1,-140051,0.0,0.0
19,600399,19,10,8,1,1,1,1,1,1,0,0,0,0,0,4,105454,3,23248,1874.0,2221.6545371192524
19,600399,19,10,4,1,0,0,1,0,0,0,0,0,0,0,3,-29747,1,-127619,0.0,0.0
19,600399,19,10,7,1,0,1,1,1,0,0,0,1,0,0,4,84840,3,245,0.0,0.0
16,870316,16,7,9,2,0,0,1,1,0,0,0,0,0,0,3,-6238,5,65055,0.0,0.0
16,870316,16,7,8,2,0,0,1,0,0,0,0,0,0,0,3,-15404,5,51157,0.0,0.0
16,870316,16,7,2,2,0,0,0,0,0,0,0,0,0,0,1,-92945,1,-66414,0.0,0.0
16,870316,16,7,6,2,0,0,0,0,0,0,0,0,0,0,1,-102975,1,-81621,0.0,0.0
16,870316,16,7,7,2,0,1,1,0,0,0,0,0,0,0,3,8056,5,86729,0.0,0.0
16,870316,16,7,5,2,0,1,0,0,0,0,0,0,0,0,1,-92476,1,-65702,0.0,0.0
16,870316,16,7,2,2,0,0,0,0,0,0,0,0,0,0,1,-92905,1,-66352,0.0,0.0
16,870316,16,7,11,2,1,1,1,1,1,1,0,0,0,0,5,129960,5,271564,1874.0,5935.014139635784
16,870316,16,7,5,2,1,1,1,1,1,0,0,0,0,0,4,95216,5,218884,1874.0,5147.228479990127
16,870316,16,7,6,2,0,0,1,0,0,0,0,0,0,0,1,-88654,2,-59907,0.0,0.0
16,870316,16,7,2,2,0,0,1,0,0,0,0,0,0,0,3,-24460,4,37426,0.0,0.0
16,870316,16,7,2,2,0,0,1,0,0,0,0,0,0,0,2,-75247,3,-39579,0.0,0.0
16,870316,16,7,6,2,0,1,1,0,0,0,0,0,0,0,2,-56992,3,-11900,0.0,0.0
16,870316,16,7,4,2,0,1,1,0,0,0,0,0,0,0,3,-32474,4,25275,0.0,0.0
16,870316,16,7,5,2,0,0,0,0,0,0,0,0,0,0,1,-95753,1,-70670,0.0,0.0
16,870316,16,7,5,2,0,0,0,0,0,0,0,0,0,0,1,-98078,1,-74195,0.0,0.0
16,870316,16,7,4,2,0,0,0,0,0,0,0,0,0,0,2,-78598,2,-44660,0.0,0.0
16,870316,16,7,5,2,0,0,1,0,0,0,0,0,0,0,1,-91812,1,-64696,0.0,0.0
16,870316,16,7,4,2,0,0,0,0,0,0,0,0,0,0,3,-48858,4,434,0.0,0.0
16,870316,16,7,5,2,0,0,1,0,0,0,0,0,0,0,2,-80327,2,-47281,0.0,0.0
16,870316,16,7,5,2,0,1,1,0,0,0,0,0,0,0,2,-62920,3,-20889,0.0,0.0
16,870316,16,7,4,2,0,0,1,0,0,0,0,0,0,0,2,-70642,3,-32597,0.0,0.0
16,870316,16,7,3,2,0,0,1,0,0,0,0,0,0,0,1,-82072,2,-49927,0.0,0.0
16,870316,16,7,1,2,1,1,1,1,1,0,0,0,0,0,5,128748,5,269726,1874.0,5907.52837573243
5,592477,5,3,9,1,0,1,1,0,0,0,0,0,0,0,4,20433,1,-71625,0.0,0.0
5,592477,5,3,4,1,0,1,1,0,0,0,0,0,0,0,4,54080,2,-34079,0.0,0.0
5,592477,5,3,4,1,0,1,1,0,0,0,0,0,0,0,3,1654,1,-92580,0.0,0.0
5,592477,5,3,8,1,1,1,1,1,1,0,0,0,0,0,4,92911,3,9252,1874.0,2012.355978037996
5,592477,5,3,8,1,0,1,1,1,0,0,1,1,1,1,5,229534,5,161706,0.0,0.0
5,592477,5,3,4,1,0,1,1,0,0,0,0,0,0,0,3,-26679,1,-124196,0.0,0.0
5,592477,5,3,6,1,0,0,1,0,0,0,0,0,0,0,4,40405,2,-49338,0.0,0.0
5,592477,5,3,7,1,1,0,1,1,0,0,0,0,0,0,4,69847,2,-16485,184.0,154.19408573285537
5,592477,5,3,4,1,0,0,1,0,0,0,0,0,0,0,3,-1720,1,-96344,0.0,0.0
5,592477,5,3,3,1,0,1,1,0,0,0,0,0,0,0,3,4536,1,-89364,0.0,0.0
5,592477,5,3,1,1,0,0,1,0,0,0,0,0,0,0,3,-3473,1,-98301,0.0,0.0
5,592477,5,3,7,1,1,1,1,1,1,0,0,0,0,0,4,76759,2,-8773,1874.0,1742.8070692469373
5,592477,5,3,2,1,1,1,1,1,0,0,0,0,0,0,4,105733,3,23560,200.0,246.30212842596876
5,592477,5,3,11,1,1,1,1,1,0,0,0,0,0,0,5,111322,3,29796,200.0,258.55764934550785
5,592477,5,3,7,1,1,1,1,1,1,0,0,1,0,0,5,126876,4,47152,4306.0,5394.59061218767
5,592477,5,3,3,1,0,1,1,0,0,0,0,0,0,0,4,31119,2,-59701,0.0,0.0
5,592477,5,3,4,1,1,1,1,1,0,0,0,0,0,0,4,95577,3,12226,200.0,224.0275815847154
5,592477,5,3,6,1,1,1,1,1,1,0,0,0,0,0,4,97307,3,14157,1874.0,2085.7061804024975
5,592477,5,3,3,1,0,1,0,0,0,0,0,0,0,0,4,23830,1,-67835,0.0,0.0
5,592477,5,3,11,1,1,1,1,1,1,0,0,0,1,0,5,154442,4,77912,1874.0,3039.109269444047
5,592477,5,3,4,1,0,0,1,0,0,0,0,0,0,0,4,22264,1,-69582,0.0,0.0
5,592477,5,3,3,1,0,0,1,0,0,0,0,0,0,0,3,6232,1,-87472,0.0,0.0
5,592477,5,3,8,1,0,0,1,0,0,0,0,0,0,0,3,-27742,1,-125382,0.0,0.0
8,1035115,8,4,9,2,0,1,1,1,0,0,0,0,0,0,3,-10123,5,59165,0.0,0.0
8,1035115,8,4,5,2,0,1,1,0,0,0,0,0,0,0,3,15500,5,98016,0.0,0.0
8,1035115,8,4,7,2,0,0,0,0,0,0,0,0,0,0,1,-85425,2,-55011,0.0,0.0
8,1035115,8,4,7,2,1,1,1,1,1,0,0,0,0,0,4,95438,5,219221,1874.0,5152.2680351780655
8,1035115,8,4,3,2,0,0,1,0,0,0,0,0,0,0,2,-75529,3,-40007,0.0,0.0
8,1035115,8,4,3,2,0,0,0,0,0,0,0,0,0,0,3,-37004,4,18407,0.0,0.0
8,1035115,8,4,4,2,0,1,1,0,0,0,0,0,0,0,3,-23058,4,39552,0.0,0.0
8,1035115,8,4,4,2,0,1,1,0,0,0,0,0,0,0,3,-29690,4,29496,0.0,0.0
8,1035115,8,4,3,2,0,1,0,0,0,0,0,0,0,0,2,-72085,3,-34785,0.0,0.0
8,1035115,8,4,4,2,0,0,1,0,0,0,0,0,0,0,2,-70841,3,-32898,0.0,0.0
8,1035115,8,4,5,2,0,0,0,0,0,0,0,0,0,0,2,-75758,3,-40354,0.0,0.0
8,1035115,8,4,7,2,0,0,1,0,0,0,0,0,0,0,2,-71576,3,-34012,0.0,0.0
8,1035115,8,4,8,2,0,0,1,0,0,0,0,0,0,0,2,-62951,3,-20935,0.0,0.0
8,1035115,8,4,4,2,0,0,0,0,0,0,0,0,0,0,2,-66921,3,-26954,0.0,0.0
8,1035115,8,4,9,2,0,0,0,0,0,0,0,0,0,0,2,-77953,2,-43682,0.0,0.0
8,1035115,8,4,3,2,0,0,0,0,0,0,0,0,0,0,2,-69610,3,-31032,0.0,0.0
8,1035115,8,4,5,2,0,0,0,0,0,0,0,0,0,0,2,-79522,2,-46061,0.0,0.0
8,1035115,8,4,8,2,0,1,1,0,0,0,0,0,0,0,2,-54996,4,-8873,0.0,0.0
8,1035115,8,4,5,2,0,0,0,0,0,0,0,0,0,0,1,-86741,2,-57007,0.0,0.0
8,1035115,8,4,3,2,0,0,1,0,0,0,0,0,0,0,3,-12143,5,56102,0.0,0.0
8,1035115,8,4,2,2,0,0,1,0,0,0,0,0,0,0,3,-31509,4,26739,0.0,0.0
8,1035115,8,4,2,2,0,1,0,0,0,0,0,0,0,0,2,-71497,3,-33893,0.0,0.0
8,1035115,8,4,5,2,0,0,0,0,0,0,0,0,0,0,2,-73799,3,-37384,0.0,0.0
8,1035115,8,4,8,2,0,0,1,0,0,0,0,0,0,0,2,-63800,3,-22223,0.0,0.0
8,1035115,8,4,5,2,0,1,0,0,0,0,0,0,0,0,2,-79834,2,-46533,0.0,0.0
9,2039676,9,5,6,1,0,0,1,0,0,0,0,0,0,0,4,35591,2,-54710,0.0,0.0
9,2039676,9,5,3,1,1,1,1,1,1,0,0,0,0,0,5,155682,4,79296,1874.0,3059.8058403048976
9,2039676,9,5,2,1,1,0,1,0,0,0,0,0,0,0,4,58295,2,-29375,6.0,4.0469251838762
9,2039676,9,5,3,1,1,1,1,1,1,0,0,0,0,0,4,94762,3,11317,1874.0,2043.2363384626024
9,2039676,9,5,6,1,1,1,1,1,1,0,0,0,0,0,4,98990,3,16035,1874.0,2113.790111093738
9,2039676,9,5,2,1,1,1,1,1,1,0,0,0,0,0,4,87027,3,2686,1874.0,1914.1668998065345
9,2039676,9,5,5,1,1,0,1,0,0,0,0,0,0,0,4,33819,2,-56688,6.0,2.230947908887626
9,2039676,9,5,12,1,1,0,1,1,1,1,0,0,1,0,5,169552,5,94773,1858.0,3263.1511915190886
9,2039676,9,5,3,1,0,0,1,0,0,0,0,0,0,0,4,21129,1,-70848,0.0,0.0
9,2039676,9,5,2,1,1,1,1,1,0,0,0,0,0,0,5,133824,4,54905,200.0,307.904005145493
9,2039676,9,5,5,1,1,1,1,1,1,0,0,0,0,0,4,94452,3,10971,1874.0,2038.0621957473898
9,2039676,9,5,5,1,1,1,0,1,0,0,0,0,0,0,4,52036,2,-36360,192.0,123.40052741997047
9,2039676,9,5,1,1,1,1,1,1,1,1,0,0,0,0,5,126845,4,47118,1874.0,2578.61056779013
9,2039676,9,5,5,1,1,1,1,1,1,0,0,0,1,0,5,187236,5,114507,1874.0,3586.3571095111083
9,2039676,9,5,5,1,1,1,1,1,1,0,0,0,0,0,5,136415,4,57797,1874.0,2738.306145985953
9,2039676,9,5,3,1,0,0,0,0,0,0,0,0,0,0,3,-6815,1,-102030,0.0,0.0
9,2039676,9,5,8,1,1,1,1,1,0,0,0,0,0,0,4,61144,2,-26197,200.0,148.51541348153208
9,2039676,9,5,3,1,1,1,0,1,1,0,0,0,0,0,5,110313,3,28670,1866.0,2292.905795290958
9,2039676,9,5,8,1,1,1,1,1,0,0,0,0,0,0,4,72095,2,-13976,200.0,172.53316863831327
9,2039676,9,5,5,1,0,0,1,0,0,0,0,0,0,0,3,10514,1,-82693,0.0,0.0
9,2039676,9,5,2,1,1,0,0,0,0,0,0,0,0,0,4,25011,1,-66517,4.0,1.0516271763039589
9,2039676,9,5,5,1,1,1,1,1,0,1,0,0,0,0,5,116137,3,35169,200.0,269.1171288036034
9,2039676,9,5,15,1,1,1,1,1,1,0,0,0,0,0,4,104006,3,21632,1874.0,2197.4885988886645
9,2039676,9,5,3,1,1,1,1,1,0,0,0,0,0,0,4,91180,3,7320,200.0,214.3858904956745
9,2039676,9,5,8,1,1,1,1,1,1,0,0,0,0,0,5,118511,4,37818,1874.0,2439.536789606671
20,721333,20,10,7,2,0,0,0,0,0,0,0,0,0,0,1,-101205,1,-78937,0.0,0.0
20,721333,20,10,4,2,0,1,0,0,0,0,0,0,0,0,1,-84121,2,-53034,0.0,0.0
20,721333,20,10,1,2,0,0,0,0,0,0,0,0,0,0,1,-101892,1,-79979,0.0,0.0
20,721333,20,10,4,2,0,0,0,0,0,0,0,0,0,0,1,-94108,1,-68177,0.0,0.0
20,721333,20,10,11,2,0,0,1,0,0,0,0,0,0,0,3,-29394,4,29946,0.0,0.0
20,721333,20,10,6,2,0,0,0,0,0,0,0,0,0,0,2,-79007,2,-45280,0.0,0.0
20,721333,20,10,8,2,0,0,1,0,0,0,0,0,0,0,2,-74315,3,-38165,0.0,0.0
20,721333,20,10,6,2,0,0,1,0,0,0,0,0,0,0,1,-93517,1,-67281,0.0,0.0
20,721333,20,10,8,2,0,0,1,0,0,0,0,0,0,0,2,-70205,3,-31934,0.0,0.0
20,721333,20,10,5,2,0,1,1,0,0,0,0,0,0,0,2,-76274,2,-41137,0.0,0.0
20,721333,20,10,5,2,0,0,0,0,0,0,0,0,0,0,1,-104128,1,-83369,0.0,0.0
20,721333,20,10,6,2,0,0,0,0,0,0,0,0,0,0,1,-97521,1,-73351,0.0,0.0
20,721333,20,10,3,2,0,0,0,0,0,0,0,0,0,0,2,-73952,3,-37615,0.0,0.0
20,721333,20,10,5,2,0,0,1,0,0,0,0,0,0,0,2,-70971,3,-33095,0.0,0.0
20,721333,20,10,5,2,0,1,1,0,0,0,0,0,0,0,1,-87573,2,-58268,0.0,0.0
20,721333,20,10,1,2,0,0,1,0,0,0,0,0,0,0,1,-85464,2,-55070,0.0,0.0
20,721333,20,10,1,2,0,0,0,0,0,0,0,0,0,0,1,-106775,1,-87382,0.0,0.0
20,721333,20,10,5,2,0,0,0,0,0,0,0,0,0,0,1,-91918,1,-64856,0.0,0.0
20,721333,20,10,13,2,0,0,1,0,0,0,0,0,0,0,1,-91213,2,-63787,0.0,0.0
20,721333,20,10,3,2,0,1,0,0,0,0,0,0,0,0,1,-83741,2,-52458,0.0,0.0
20,721333,20,10,2,2,0,0,0,0,0,0,0,0,0,0,1,-92573,1,-65850,0.0,0.0
20,721333,20,10,8,2,0,1,1,0,0,0,0,0,0,0,2,-51508,4,-3585,0.0,0.0
20,721333,20,10,4,2,0,1,0,0,0,0,0,0,0,0,1,-95875,1,-70855,0.0,0.0
9,2712685,9,5,6,1,1,1,1,1,0,0,0,0,0,0,4,92784,3,9109,200.0,217.90178641053268
9,2712685,9,5,3,1,1,1,1,1,0,0,0,0,0,0,4,86528,3,2129,200.0,204.18409301438402
9,2712685,9,5,4,1,1,1,1,1,0,0,0,0,0,0,5,127879,4,48272,200.0,294.86826584797814
9,2712685,9,5,3,1,0,0,1,0,0,0,0,0,0,0,4,31683,2,-59072,0.0,0.0
9,2712685,9,5,13,1,1,1,1,1,1,1,0,0,0,0,5,179110,5,105439,1874.0,3450.752698697388
9,2712685,9,5,3,1,1,1,1,1,1,0,0,0,0,0,5,122909,4,42726,1874.0,2512.9318544802645
9,2712685,9,5,5,1,1,1,0,1,0,0,0,0,0,0,4,105019,3,22762,192.0,234.94447730656304
9,2712685,9,5,4,1,0,0,1,0,0,0,0,0,0,0,3,-13812,1,-109838,0.0,0.0
9,2712685,9,5,10,1,1,0,1,1,1,0,1,1,0,1,5,205801,5,135222,4640.0,8003.998367407724
9,2712685,9,5,5,1,1,0,1,1,1,0,0,0,0,0,5,136763,4,58185,1858.0,2720.6794770508286
9,2712685,9,5,9,1,0,0,1,0,0,0,0,0,0,0,4,18689,1,-73571,0.0,0.0
9,2712685,9,5,5,1,1,0,1,1,1,1,0,0,0,1,5,213341,5,143636,1958.0,4202.236946775105
9,2712685,9,5,3,1,1,0,1,1,1,0,0,0,0,0,5,176818,5,102880,1858.0,3383.3495677406418
9,2712685,9,5,7,1,0,0,1,0,0,0,0,0,0,0,4,17202,1,-75230,0.0,0.0
9,2712685,9,5,2,1,1,1,1,1,0,0,0,0,0,0,5,120635,4,40188,200.0,278.98089716395725
9,2712685,9,5,1,1,1,0,1,0,0,0,0,0,0,0,4,60918,2,-26449,6.0,4.241468057475459
9,2712685,9,5,4,1,1,1,1,1,0,0,0,0,0,0,4,58158,2,-29529,200.0,141.9670819061786
9,2712685,9,5,7,1,1,1,1,1,0,0,0,0,0,0,4,96028,3,12730,200.0,225.0180855204831
9,2712685,9,5,5,1,1,1,1,1,1,0,0,0,0,0,5,114193,3,33000,1874.0,2367.487600005821
9,2712685,9,5,2,1,1,1,1,1,1,0,0,0,0,0,5,174804,5,100634,1874.0,3378.897913302601
9,2712685,9,5,4,1,1,1,0,1,0,0,0,0,0,0,4,84818,3,221,192.0,192.41695499010416
9,2712685,9,5,11,1,1,1,1,1,1,0,0,0,0,0,5,169126,5,94297,1874.0,3284.133339931786
9,2712685,9,5,3,1,1,1,1,1,0,0,0,0,0,0,4,52035,2,-36361,200.0,128.5402507768824
9,2712685,9,5,3,1,1,1,1,1,1,0,0,0,0,0,5,126567,4,46807,1874.0,2573.9598210143176
9,2712685,9,5,1,1,0,1,1,0,0,0,0,0,0,0,3,-12988,1,-108919,0.0,0.0
6,1631494,6,3,8,2,0,0,0,0,0,0,0,0,0,0,1,-108131,1,-89438,0.0,0.0
6,1631494,6,3,5,2,0,0,1,0,0,0,0,0,0,0,3,-42389,4,10242,0.0,0.0
6,1631494,6,3,9,2,0,0,1,0,0,0,0,0,0,0,2,-59238,3,-15305,0.0,0.0
6,1631494,6,3,3,2,0,0,0,0,0,0,0,0,0,0,1,-86208,2,-56198,0.0,0.0
6,1631494,6,3,7,2,1,1,1,1,0,1,0,0,0,0,5,171550,5,334625,200.0,857.6336894965958
6,1631494,6,3,6,2,0,0,1,0,0,0,0,0,0,0,1,-88047,2,-58986,0.0,0.0
6,1631494,6,3,6,2,0,0,0,0,0,0,0,0,0,0,1,-104629,1,-84128,0.0,0.0
6,1631494,6,3,6,2,0,0,0,0,0,0,0,0,0,0,1,-109017,1,-90782,0.0,0.0
6,1631494,6,3,6,2,0,0,0,0,0,0,0,0,0,0,2,-79881,2,-46605,0.0,0.0
6,1631494,6,3,7,2,0,1,0,1,0,0,0,0,0,0,3,-39161,4,15136,0.0,0.0
6,1631494,6,3,2,2,0,0,1,0,0,0,0,0,0,0,2,-60361,3,-17009,0.0,0.0
6,1631494,6,3,7,2,0,1,1,0,0,0,0,0,0,0,1,-82754,2,-50961,0.0,0.0
6,1631494,6,3,6,2,0,1,1,0,0,0,0,0,0,0,1,-92911,1,-66362,0.0,0.0
6,1631494,6,3,4,2,0,0,0,0,0,0,0,0,0,0,1,-85974,2,-55843,0.0,0.0
6,1631494,6,3,9,2,0,0,1,0,0,0,0,0,0,0,1,-89975,2,-61910,0.0,0.0
6,1631494,6,3,9,2,0,0,1,0,0,0,0,0,0,0,1,-95314,1,-70005,0.0,0.0
6,1631494,6,3,4,2,0,1,1,0,0,0,0,0,0,0,1,-87215,2,-57725,0.0,0.0
6,1631494,6,3,8,2,0,0,1,0,0,0,0,0,0,0,1,-101231,1,-78977,0.0,0.0
6,1631494,6,3,7,2,1,1,1,0,0,0,0,0,0,0,4,34727,5,127168,8.0,19.273469195657597
6,1631494,6,3,6,2,0,0,1,0,0,0,0,0,0,0,3,-45219,4,5950,0.0,0.0
6,1631494,6,3,10,2,0,1,1,0,0,0,0,0,0,0,3,-49373,4,-348,0.0,0.0
6,1631494,6,3,5,2,0,0,1,0,0,0,0,0,0,0,2,-59577,3,-15820,0.0,0.0
6,1631494,6,3,3,2,0,0,1,0,0,0,0,0,0,0,2,-78460,2,-44451,0.0,0.0
9,1557091,9,5,6,1,1,0,1,1,0,0,0,0,0,0,5,158196,4,82101,184.0,332.4437590079977
9,1557091,9,5,4,1,1,1,1,1,1,0,0,0,0,0,4,94452,3,10971,1874.0,2038.0621957473898
9,1557091,9,5,7,1,1,0,1,1,1,0,0,0,0,0,4,93488,3,9896,1858.0,2004.722971640371
9,1557091,9,5,4,1,0,0,1,1,0,0,0,0,0,0,4,36405,2,-53802,0.0,0.0
9,1557091,9,5,6,1,1,0,0,1,1,0,0,0,0,0,4,76150,2,-9452,1850.0,1710.4633926583585
9,1557091,9,5,4,1,1,1,1,1,1,0,0,0,0,0,5,173307,5,98963,1874.0,3353.90949573867
9,1557091,9,5,4,1,1,1,1,1,1,0,0,0,0,0,5,108482,3,26627,1874.0,2272.1846765259093
9,1557091,9,5,3,1,1,0,1,0,1,0,0,0,0,0,5,126871,4,47146,1778.0,2446.912522900242
9,1557091,9,5,8,1,1,1,1,1,0,0,0,0,0,0,4,97380,3,14238,200.0,227.98173618543905
9,1557091,9,5,2,1,1,0,1,1,0,0,0,0,0,0,4,74069,2,-11773,184.0,162.71367736323361
9,1557091,9,5,4,1,1,1,1,1,0,0,0,0,0,0,5,106975,3,24945,200.0,249.02404896374324
9,1557091,9,5,3,1,1,0,1,1,0,0,0,0,0,0,4,58750,2,-28868,184.0,131.80484482475393
9,1557091,9,5,4,1,0,0,1,1,0,0,0,0,0,0,4,59211,2,-28353,0.0,0.0
9,1557091,9,5,1,1,1,1,1,1,1,0,0,0,0,0,5,125979,4,46151,1874.0,2564.1498856929898
9,1557091,9,5,7,1,1,1,1,1,0,0,0,0,0,0,4,93691,3,10122,200.0,219.89262071000235
9,1557091,9,5,3,1,1,1,1,1,0,0,0,0,0,0,4,96109,3,12820,200.0,225.1949612232988
9,1557091,9,5,7,1,1,0,1,1,0,0,0,0,0,0,4,72324,2,-13721,184.0,159.19157114592105
